ID;ZeitID;KampagneID;FilialeID;ProduktID;Menge Ist;Menge Soll;Preis_ Pro_ Einheit;Waehrung;KampagnenkostenEUR;Umsatz_Ist;Umsatz_Soll;Herstellkosten;Gewinn;Produktkategorie;Hersteller;Einheit;Herstellkosten je Einheit in EUR;Kurztext;Langtext;Filiale-Bez;Anschrift;Filiale-PLZ;Filiale-Ort;Region;Region-Bez;Land;LandBez;Verkaufsleiter;Kampagne-Bez;Medienart;Verantwortlicher;KalMonatJahr;Jahr;Monat
6848;200310;3;29;17;17;16;11342,2;SEK;13798,0;192817,40000000002;181475,2;17493;175324,40000000002;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Bräcke;Åkergatan 24;S-844 67;Bräcke;EU;Europa;SE;Schweden;Maria Larsson;HP;Radio;Robert Difatta;2003-10-01;2003;Oktober
6849;200312;3;30;80;23;21;3598,7;SEK;13798,0;82770,09999999999;75572,7;7222;75548,09999999999;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Luleå;Berguvsvägen  8;S-958 22;Luleå;EU;Europa;SE;Schweden;Christina Berglund;HP;Radio;Robert Difatta;2003-12-01;2003;Dezember
6850;200302;2;31;1;46;54;2103,84;CHF;53236,0;96776,64000000001;113607,36000000002;54694;42082,640000000014;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Bern;Hauptstr. 29;3012;Bern;EU;Europa;CH;Schweiz;Yang Wang;Tablet PC;Web mails;Sarah Hicks;2003-02-01;2003;Februar
6857;200305;3;33;17;23;28;867,45;GBP;13798,0;19951,350000000002;24288,600000000002;23667;-3715,649999999998;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Cowes;Garden House;PO31 7PJ;Cowes;EU;Europa;GB;Großbritannien;Helen Bennett;HP;Radio;Robert Difatta;2003-05-01;2003;Mai
6862;200311;3;35;80;24;21;527,21;USD;13798,0;12653,04;11071,41;7536;5117,040000000001;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Portland;89 Chiaroscuro Rd.;97219;Portland;NA;Nordamerika;US;USA;Fran Wilson;HP;Radio;Robert Difatta;2003-11-01;2003;November
6865;200312;3;13;80;23;22;411,22;EUR;13798,0;9458,060000000001;9046,84;7222;2236,0600000000013;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Oulu;Torikatu 38;90110;Oulu;EU;Europa;FI;Finnland;Pirkko Koskitalo;HP;Radio;Robert Difatta;2003-12-01;2003;Dezember
6869;200304;1;16;7;179;181;1943,45;EUR;987505,0;347877,55;351764,45;187234;160643,55;Notebook;Apple;ST;1046;Apple iBook Notebook 141 M9009LL/A;900-MHz PowerPC G3 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;Europa;DE;Deutschland;Maria Anders;Cebit 2003;Product Attachment;Shona Grimm;2003-04-01;2003;April
6870;200312;3;16;17;163;173;1234,33;EUR;13798,0;201195,78999999998;213539,09;167727;33468,78999999998;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;Europa;DE;Deutschland;Maria Anders;HP;Radio;Robert Difatta;2003-12-01;2003;Dezember
6871;200312;1;16;17;163;173;1234,33;EUR;987505,0;201195,78999999998;213539,09;167727;33468,78999999998;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;Europa;DE;Deutschland;Maria Anders;Cebit 2003;Product Attachment;Shona Grimm;2003-12-01;2003;Dezember
6872;200312;1;16;44;200;175;495,44;EUR;987505,0;99088,0;86702,0;56000;43088,0;Desktop;Compaq;ST;280;Compaq Presario 6400NX Desktop PC;153 GHz Athlon XP 1800 128MB RAM 40GB hard drive;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;Europa;DE;Deutschland;Maria Anders;Cebit 2003;Product Attachment;Shona Grimm;2003-12-01;2003;Dezember
6873;200309;1;17;25;147;156;1685,19;EUR;987505,0;247722,93000000002;262889,64;226380;21342,930000000022;Notebook;Sony;ST;1540;Sony VAIO PCG-GRT170 Notebook;280-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVDRW/CD-RW Drive;Global Computer Suppliers-Frankfurt a.M.;Magazinweg 7;60528;Frankfurt a.M.;EU;Europa;DE;Deutschland;Renate Messner;Cebit 2003;Product Attachment;Shona Grimm;2003-09-01;2003;September
6874;200311;2;17;31;207;218;1584,0;EUR;53236,0;327888,0;345312,0;318780;9108,0;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Frankfurt a.M.;Magazinweg 7;60528;Frankfurt a.M.;EU;Europa;DE;Deutschland;Renate Messner;Tablet PC;Web mails;Sarah Hicks;2003-11-01;2003;November
6875;200311;1;17;31;207;218;1584,0;EUR;987505,0;327888,0;345312,0;318780;9108,0;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Frankfurt a.M.;Magazinweg 7;60528;Frankfurt a.M.;EU;Europa;DE;Deutschland;Renate Messner;Cebit 2003;Product Attachment;Shona Grimm;2003-11-01;2003;November
6876;200311;3;18;80;173;180;391,64;EUR;13798,0;67753,72;70495,2;54322;13431,720000000001;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-München;Berliner Platz 43;80805;München;EU;Europa;DE;Deutschland;Peter Franken;HP;Radio;Robert Difatta;2003-11-01;2003;November
6877;200311;1;18;80;173;180;391,64;EUR;987505,0;67753,72;70495,2;54322;13431,720000000001;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-München;Berliner Platz 43;80805;München;EU;Europa;DE;Deutschland;Peter Franken;Cebit 2003;Product Attachment;Shona Grimm;2003-11-01;2003;November
6878;200312;1;18;24;163;194;1079,99;EUR;987505,0;176038,37;209518,06;171150;4888,369999999995;Notebook;Sony;ST;1050;Sony VAIO PCG-FRV25 Notebook;266-GHz Pentium 4 512 MB RAM 40 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-München;Berliner Platz 43;80805;München;EU;Europa;DE;Deutschland;Peter Franken;Cebit 2003;Product Attachment;Shona Grimm;2003-12-01;2003;Dezember
6879;200301;2;19;15;174;207;1505,71;EUR;53236,0;261993,54;311681,97000000003;219066;42927,54000000001;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Tablet PC;Web mails;Sarah Hicks;2003-01-01;2003;Januar
6880;200301;1;19;15;174;207;1505,71;EUR;987505,0;261993,54;311681,97000000003;219066;42927,54000000001;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-01-01;2003;Januar
6881;200301;3;19;50;170;140;586,15;EUR;13798,0;99645,5;82061,0;71400;28245,5;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;HP;Radio;Robert Difatta;2003-01-01;2003;Januar
6882;200301;1;19;50;170;140;586,15;EUR;987505,0;99645,5;82061,0;71400;28245,5;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-01-01;2003;Januar
6883;200303;2;19;31;239;223;1584,0;EUR;53236,0;378576,0;353232,0;368060;10516,0;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Tablet PC;Web mails;Sarah Hicks;2003-03-01;2003;März
6884;200303;1;19;31;239;223;1584,0;EUR;987505,0;378576,0;353232,0;368060;10516,0;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-03-01;2003;März
6885;200310;1;19;32;201;237;1361,87;EUR;987505,0;273735,87;322763,19;154770;118965,87;Notebook;Toshiba;ST;770;Toshiba Satellite 1135-S125 Notebook;180-GHz Celeron 256 MB RAM 30 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-10-01;2003;Oktober
6886;200311;1;19;25;266;214;1685,19;EUR;987505,0;448260,54000000004;360630,66000000003;409640;38620,54000000004;Notebook;Sony;ST;1540;Sony VAIO PCG-GRT170 Notebook;280-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVDRW/CD-RW Drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-11-01;2003;November
6888;200312;3;20;50;52;52;556,84;EUR;13798,0;28955,68;28955,68;21840;7115,68;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Cork;8 Johnstown Road;0;Cork;EU;Europa;IE;Irland;Patricia McKenna;HP;Radio;Robert Difatta;2003-12-01;2003;Dezember
6892;200304;2;21;31;38;32;1504,8;EUR;53236,0;57182,4;48153,6;58520;-1337,5999999999985;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Bergamo;Via Ludovico il Moro 22;24100;Bergamo;EU;Europa;IT;Italien;Giovanni Rovelli;Tablet PC;Web mails;Sarah Hicks;2003-04-01;2003;April
6893;200306;3;24;80;22;26;3420,35;NOK;13798,0;75247,7;88929,09999999999;6908;68339,7;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Stavern;Erling Skakkes gate 78;4110;Stavern;EU;Europa;NO;Norwegen;Jonas Bergulfsen;HP;Radio;Robert Difatta;2003-06-01;2003;Juni
6894;200307;2;26;15;55;49;5263,48;PLN;53236,0;289491,39999999997;257910,52;69245;220246,39999999997;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Lisboa;Jardim das rosas n. 32;1675;Lisboa;EU;Europa;PL;Polen;Lino Rodriguez;Tablet PC;Web mails;Sarah Hicks;2003-07-01;2003;Juli
6896;200304;2;28;15;56;46;1430,42;EUR;53236,0;80103,52;65799,32;70504;9599,520000000004;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Madrid;C/ Araquil, 67;28023;Madrid;EU;Europa;ES;Spanien;Martín Sommer;Tablet PC;Web mails;Sarah Hicks;2003-04-01;2003;April
6898;200304;3;29;17;26;22;11342,2;SEK;13798,0;294897,2;249528,40000000002;26754;268143,2;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Bräcke;Åkergatan 24;S-844 67;Bräcke;EU;Europa;SE;Schweden;Maria Larsson;HP;Radio;Robert Difatta;2003-04-01;2003;April
6900;200310;2;29;15;19;19;13835,8;SEK;53236,0;262880,2;262880,2;23921;238959,2;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Bräcke;Åkergatan 24;S-844 67;Bräcke;EU;Europa;SE;Schweden;Maria Larsson;Tablet PC;Web mails;Sarah Hicks;2003-10-01;2003;Oktober
6901;200306;4;30;44;14;13;4552,55;SEK;123240,0;63735,700000000004;59183,15;3920;59815,700000000004;Desktop;Compaq;ST;280;Compaq Presario 6400NX Desktop PC;153 GHz Athlon XP 1800 128MB RAM 40GB hard drive;Global Computer Suppliers-Luleå;Berguvsvägen  8;S-958 22;Luleå;EU;Europa;SE;Schweden;Christina Berglund;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;2003-06-01;2003;Juni
6902;200309;2;30;31;21;19;14555,2;SEK;53236,0;305659,2;276548,8;32340;273319,2;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Luleå;Berguvsvägen  8;S-958 22;Luleå;EU;Europa;SE;Schweden;Christina Berglund;Tablet PC;Web mails;Sarah Hicks;2003-09-01;2003;September
6903;200312;4;30;58;15;17;12548,3;SEK;123240,0;188224,5;213321,09999999998;9450;178774,5;Desktop;Sony;ST;630;Sony VAIO PCV-RS310 Desktop;240-GHz Pentium 4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive CD-ROM Drive;Global Computer Suppliers-Luleå;Berguvsvägen  8;S-958 22;Luleå;EU;Europa;SE;Schweden;Christina Berglund;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;2003-12-01;2003;Dezember
6905;200305;2;31;1;46;42;2103,84;CHF;53236,0;96776,64000000001;88361,28;54694;42082,640000000014;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Bern;Hauptstr. 29;3012;Bern;EU;Europa;CH;Schweiz;Yang Wang;Tablet PC;Web mails;Sarah Hicks;2003-05-01;2003;Mai
6909;200307;2;32;31;50;59;2567,32;CHF;53236,0;128366,00000000001;151471,88;77000;51366,000000000015;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Genève;Grenzacherweg 237;1203;Genève;EU;Europa;CH;Schweiz;Michael Holz;Tablet PC;Web mails;Sarah Hicks;2003-07-01;2003;Juli
6912;200304;2;35;15;23;19;2026,96;USD;53236,0;46620,08;38512,24;28957;17663,08;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Portland;89 Chiaroscuro Rd.;97219;Portland;NA;Nordamerika;US;USA;Fran Wilson;Tablet PC;Web mails;Sarah Hicks;2003-04-01;2003;April
6914;200308;2;35;15;15;13;2026,96;USD;53236,0;30404,4;26350,48;18885;11519,400000000001;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Portland;89 Chiaroscuro Rd.;97219;Portland;NA;Nordamerika;US;USA;Fran Wilson;Tablet PC;Web mails;Sarah Hicks;2003-08-01;2003;August
6917;200309;2;37;15;28;23;2026,96;USD;53236,0;56754,880000000005;46620,08;35252;21502,880000000005;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Seattle;305 - 14th Ave. S.;98128;Seattle;NA;Nordamerika;US;USA;Karl Jablonski;Tablet PC;Web mails;Sarah Hicks;2003-09-01;2003;September
6921;200303;1;16;24;139;157;1079,99;EUR;987505,0;150118,61000000002;169558,43;145950;4168,610000000015;Notebook;Sony;ST;1050;Sony VAIO PCG-FRV25 Notebook;266-GHz Pentium 4 512 MB RAM 40 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;Europa;DE;Deutschland;Maria Anders;Cebit 2003;Product Attachment;Shona Grimm;2003-03-01;2003;März
6922;200306;2;16;1;190;185;1298,04;EUR;53236,0;246627,6;240137,4;225910;20717,600000000006;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;Europa;DE;Deutschland;Maria Anders;Tablet PC;Web mails;Sarah Hicks;2003-06-01;2003;Juni
6923;200306;1;16;1;190;185;1298,04;EUR;987505,0;246627,6;240137,4;225910;20717,600000000006;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;Europa;DE;Deutschland;Maria Anders;Cebit 2003;Product Attachment;Shona Grimm;2003-06-01;2003;Juni
6924;200305;1;18;2;183;203;1421,3;EUR;987505,0;260097,9;288523,89999999997;155733;104364,9;Notebook;Acer;ST;851;Acer TravelMate 233XV Notebook;20-GHz Celeron-M 256 MB RAM 30 GB Hard Drive DVD Drive;Global Computer Suppliers-München;Berliner Platz 43;80805;München;EU;Europa;DE;Deutschland;Peter Franken;Cebit 2003;Product Attachment;Shona Grimm;2003-05-01;2003;Mai
6925;200302;1;19;38;239;264;1207,48;EUR;987505,0;288587,72000000003;318774,72000000003;216534;72053,72000000003;Desktop;Apple;ST;906;Apple eMac Desktop 17 M8951LL/A;10-GHz PowerPC G4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-02-01;2003;Februar
6926;200303;3;19;17;269;254;1234,33;EUR;13798,0;332034,76999999996;313519,82;276801;55233,76999999996;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;HP;Radio;Robert Difatta;2003-03-01;2003;März
6927;200303;1;19;17;269;254;1234,33;EUR;987505,0;332034,76999999996;313519,82;276801;55233,76999999996;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-03-01;2003;März
6928;200305;3;19;50;160;171;586,15;EUR;13798,0;93784,0;100231,65;67200;26584,0;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;HP;Radio;Robert Difatta;2003-05-01;2003;Mai
6929;200305;1;19;50;160;171;586,15;EUR;987505,0;93784,0;100231,65;67200;26584,0;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-05-01;2003;Mai
6930;200306;1;19;7;181;208;1943,45;EUR;987505,0;351764,45;404237,60000000003;189326;162438,45;Notebook;Apple;ST;1046;Apple iBook Notebook 141 M9009LL/A;900-MHz PowerPC G3 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-06-01;2003;Juni
6931;200309;1;19;20;192;182;1750,81;EUR;987505,0;336155,52;318647,42;204288;131867,52000000002;Notebook;IBM;ST;1064;IBM ThinkPad R40 (27232FU) Notebook;130-GHz Pentium-M Centrino 256 MB RAM 20 GB Hard Drive DVD-ROM Drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-09-01;2003;September
6932;200310;3;19;50;219;252;586,15;EUR;13798,0;128366,84999999999;147709,8;91980;36386,84999999999;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;HP;Radio;Robert Difatta;2003-10-01;2003;Oktober
6933;200310;1;19;50;219;252;586,15;EUR;987505,0;128366,84999999999;147709,8;91980;36386,84999999999;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-10-01;2003;Oktober
6936;200307;2;20;1;44;52;1233,14;EUR;53236,0;54258,16;64123,280000000006;52316;1942,1600000000035;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Cork;8 Johnstown Road;0;Cork;EU;Europa;IE;Irland;Patricia McKenna;Tablet PC;Web mails;Sarah Hicks;2003-07-01;2003;Juli
6937;200303;2;21;31;28;27;1504,8;EUR;53236,0;42134,4;40629,6;43120;-985,5999999999985;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Bergamo;Via Ludovico il Moro 22;24100;Bergamo;EU;Europa;IT;Italien;Giovanni Rovelli;Tablet PC;Web mails;Sarah Hicks;2003-03-01;2003;März
6942;200311;3;25;80;36;41;1369,03;PLN;13798,0;49285,08;56130,229999999996;11304;37981,08;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Warszawa;ul. Filtrowa 68;01-012;Warszawa;EU;Europa;PL;Polen;Zbyszek Piestrzeniewicz;HP;Radio;Robert Difatta;2003-11-01;2003;November
6944;200308;2;27;31;43;50;1504,8;EUR;53236,0;64706,4;75240,0;66220;-1513,5999999999985;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Barcelona;Rambla de Cataluña, 23;8022;Barcelona;EU;Europa;ES;Spanien;Eduardo Saavedra;Tablet PC;Web mails;Sarah Hicks;2003-08-01;2003;August
6946;200307;3;29;17;25;29;11342,2;SEK;13798,0;283555,0;328923,80000000005;25725;257830,0;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Bräcke;Åkergatan 24;S-844 67;Bräcke;EU;Europa;SE;Schweden;Maria Larsson;HP;Radio;Robert Difatta;2003-07-01;2003;Juli
6951;200307;3;32;50;39;39;950,01;CHF;13798,0;37050,39;37050,39;16380;20670,39;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Genève;Grenzacherweg 237;1203;Genève;EU;Europa;CH;Schweiz;Michael Holz;HP;Radio;Robert Difatta;2003-07-01;2003;Juli
6955;200311;3;33;17;16;17;867,45;GBP;13798,0;13879,2;14746,650000000001;16464;-2584,7999999999993;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Cowes;Garden House;PO31 7PJ;Cowes;EU;Europa;GB;Großbritannien;Helen Bennett;HP;Radio;Robert Difatta;2003-11-01;2003;November
6956;200302;3;34;17;46;46;867,45;GBP;13798,0;39902,700000000004;39902,700000000004;47334;-7431,299999999996;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-London;Berkeley Gardens;WX1 6LT;London;EU;Europa;GB;Großbritannien;Elizabeth Brown;HP;Radio;Robert Difatta;2003-02-01;2003;Februar
6958;200307;3;34;50;50;48;411,92;GBP;13798,0;20596,0;19772,16;21000;-404,0;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-London;Berkeley Gardens;WX1 6LT;London;EU;Europa;GB;Großbritannien;Elizabeth Brown;HP;Radio;Robert Difatta;2003-07-01;2003;Juli
6959;200310;3;35;50;15;17;789,06;USD;13798,0;11835,9;13414,019999999999;6300;5535,9;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Portland;89 Chiaroscuro Rd.;97219;Portland;NA;Nordamerika;US;USA;Fran Wilson;HP;Radio;Robert Difatta;2003-10-01;2003;Oktober
6960;200302;3;36;80;30;31;527,21;USD;13798,0;15816,300000000001;16343,510000000002;9420;6396,300000000001;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-San Francisco;87 Polk St.;94117;San Francisco;NA;Nordamerika;US;USA;Jaime Yorres;HP;Radio;Robert Difatta;2003-02-01;2003;Februar
6963;200304;3;14;50;86;92;586,15;EUR;13798,0;50408,9;53925,799999999996;36120;14288,900000000001;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Paris;265, boulevard Charonne;75012;Paris;EU;Europa;FR;Frankreich;Marie Bertrand;HP;Radio;Robert Difatta;2003-04-01;2003;April
6967;200302;1;16;32;191;216;1361,87;EUR;987505,0;260117,16999999998;294163,92;147070;113047,16999999998;Notebook;Toshiba;ST;770;Toshiba Satellite 1135-S125 Notebook;180-GHz Celeron 256 MB RAM 30 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;Europa;DE;Deutschland;Maria Anders;Cebit 2003;Product Attachment;Shona Grimm;2003-02-01;2003;Februar
